term,grammar_category,polarity,polarity_target,polarity_classification
raivento,Adj,-1.0,N0,MAN
raivoso,Adj,-1.0,N0,MAN
ralado,Adj,-1.0,N0,JALC
ralador,Adj,-1.0,N0,MAN
ralhao,Adj,-1.0,N0,MAN
ralhar,V,0.0,N0:N1,MAN
ralheta,Adj,-1.0,N0,MAN
rameloso,Adj,-1.0,N0,MAN
rancor,N,-1.0,N0,MAN
rancores,N,-1.0,N0,MAN
rancoroso,Adj,-1.0,N0,MAN
rancoso,Adj,-1.0,N0,JALC
ranheta,Adj,-1.0,N0,JALC
ranhosice,N,-1.0,N0,MAN
ranhoso,Adj,-1.0,N0,MAN
ranzinza,Adj,-1.0,N0,JALC
rapido,Adj,1.0,N0,MAN
rapioqueiro,Adj,-1.0,N0,MAN
raposeiro,Adj,-1.0,N0,MAN
raposino,Adj,-1.0,N0,MAN
raquitico,Adj,-1.0,N0,MAN
raquitismo,N,-1.0,N0,MAN
raro,Adj,1.0,N0,JALC
rasca,Adj,-1.0,N0,MAN
rasgado,Adj,-1.0,N0,JALC
rasteiro,Adj,-1.0,N0,MAN
rastejante,Adj,-1.0,N0,MAN
rato,Adj,0.0,N0,MAN
razoavel,Adj,1.0,N0,MAN
reaccionario,Adj,-1.0,N0,MAN
reacionario,Adj,-1.0,N0,JALC
reactivo,Adj,-1.0,N0,MAN
real,Adj,1.0,N0,JALC
realismo,N,1.0,N0,MAN
realista,Adj,1.0,N0,MAN
realizado,Adj,1.0,N0,JALC
reativo,Adj,-1.0,N0,MAN
rebaixado,Adj,-1.0,N0,JALC
rebaixar-se,V,-1.0,N0,MAN
rebaixar,V,1.0,N0:N1,MAN
rebarbativo,Adj,-1.0,N0,MAN
rebater,V,1.0,N0:N1,MAN
rebatido,Adj,-1.0,N0,JALC
rebelado,Adj,-1.0,N0,MAN
rebelde,Adj,-1.0,N0,MAN
rebuscado,Adj,-1.0,N0,MAN
recalcado,Adj,-1.0,N0,JALC
recalcamento,N,-1.0,N0,MAN
recalcitrante,Adj,-1.0,N0,MAN
recatado,Adj,1.0,N0,MAN
receoso,Adj,-1.0,N0,JALC
receptivel,Adj,1.0,N0,JALC
receptividade,N,1.0,N0,MAN
receptivo,Adj,1.0,N0,MAN
recetivel,Adj,1.0,N0,JALC
recetividade,N,1.0,N0,MAN
recetivo,Adj,1.0,N0,MAN
rechacado,Adj,-1.0,N0,JALC
rechonchudo,Adj,-1.0,N0,MAN
recluso,Adj,-1.0,N0,JALC
recomendado,Adj,1.0,N0,JALC
recomendavel,Adj,1.0,N0,JALC
recomposto,Adj,1.0,N0,MAN
reconciliador,Adj,1.0,N0,MAN
reconfortado,Adj,1.0,N0,MAN
reconstituido,Adj,1.0,N0,JALC
recreativo,Adj,1.0,N0,MAN
recriminador,Adj,-1.0,N0,MAN
recriminar,V,0.0,N0:N1,MAN
rectidao,N,1.0,N0,MAN
rectilineo,Adj,1.0,N0,JALC
recto,Adj,1.0,N0,MAN
recuperado,Adj,1.0,N0,MAN
recuperavel,Adj,1.0,N0,JALC
recusado,Adj,-1.0,N0,JALC
redentor,Adj,0.0,N0,MAN
redimivel,Adj,0.0,N0,MAN
redivivo,Adj,1.0,N0,JALC
redondo,Adj,-1.0,N0,MAN
reducionista,Adj,-1.0,N0,JALC
redundancia,N,-1.0,N0,MAN
redundante,Adj,-1.0,N0,MAN
redutor,Adj,-1.0,N0,JALC
reduzido,Adj,-1.0,N0,JALC
reelegivel,Adj,1.0,N0,MAN
reeleito,Adj,1.0,N0,MAN
refalsado,Adj,-1.0,N0,MAN
refeito,Adj,1.0,N0,MAN
refilao,Adj,-1.0,N0,MAN
refinado,Adj,0.0,N0,MAN
reflectido,Adj,1.0,N0,JALC
reflectivo,Adj,1.0,N0,MAN
refletido,Adj,1.0,N0,JALC
refletivo,Adj,1.0,N0,JALC
reflexivo,Adj,1.0,N0,JALC
reforcado,Adj,1.0,N0,JALC
refractario,Adj,-1.0,N0,MAN
refratario,Adj,-1.0,N0,MAN
refrescado,Adj,0.0,N0,JALC
refrescante,Adj,1.0,N0,JALC
refugiado,Adj,-1.0,N0,JALC
refugiar-se,V,-1.0,N0,MAN
refulgente,Adj,1.0,N0,JALC
refutado,Adj,-1.0,N0,JALC
refutar,V,1.0,N0:N1,MAN
regalado,Adj,1.0,N0,MAN
regatao,Adj,-1.0,N0,MAN
regateador,Adj,-1.0,N0,MAN
regateiro,Adj,-1.0,N0,MAN
regelado,Adj,-1.0,N0,MAN
regenerado,Adj,1.0,N0,MAN
regeneravel,Adj,1.0,N0,MAN
regio,Adj,1.0,N0,JALC
regrado,Adj,1.0,N0,MAN
regular,Adj,1.0,N0,MAN
reinadio,Adj,1.0,N0,MAN
reinante,Adj,1.0,N0,MAN
reincidente,Adj,-1.0,N0,JALC
reivindicador,Adj,0.0,N0,MAN
reivindicativo,Adj,0.0,N0,MAN
rejeitado,Adj,-1.0,N0,JALC
rejuvenescido,Adj,1.0,N0,MAN
relamborio,Adj,-1.0,N0,MAN
relapso,Adj,-1.0,N0,MAN
relaxado,Adj,-1.0,N0,MAN
reles,Adj,-1.0,N0,MAN
relevante,Adj,1.0,N0,JALC
religioso,Adj,0.0,N0,MAN
remansado,Adj,0.0,N0,MAN
remansoso,Adj,0.0,N0,MAN
remediado,Adj,0.0,N0,MAN
remelado,Adj,-1.0,N0,MAN
remeloso,Adj,-1.0,N0,MAN
remendado,Adj,-1.0,N0,JALC
remendao,Adj,-1.0,N0,MAN
remendeiro,Adj,-1.0,N0,MAN
remisso,Adj,-1.0,N0,MAN
remocado,Adj,1.0,N0,MAN
renascer das cinzas,IDIOM,1.0,N0,MAN
render-se,V,-1.0,N0,MAN
renegado,Adj,-1.0,N0,MAN
renitente,Adj,0.0,N0,JALC
renovado,Adj,1.0,N0,MAN
repelente,Adj,-1.0,N0,MAN
repelido,Adj,-1.0,N0,JALC
repelir,V,1.0,N0:N1,MAN
repentinoso,Adj,-1.0,N0,MAN
repetente,Adj,-1.0,N0,MAN
repetitivo,Adj,-1.0,N0,MAN
repimpado,Adj,0.0,N0,MAN
replicador,Adj,-1.0,N0,MAN
reposto,Adj,1.0,N0,MAN
repreender,V,0.0,N0:N1,MAN
repreensivel,Adj,-1.0,N0,MAN
represo,Adj,-1.0,N0,JALC
repressao,N,-1.0,N0,MAN
repressivo,Adj,-1.0,N0,JALC
repressor,Adj,-1.0,N0,MAN
reprimido,Adj,-1.0,N0,MAN
reprimir,V,1.0,N0:N1,MAN
reprovacao,N,-1.0,N0,MAN
reprovado,Adj,-1.0,N0,MAN
reprovador,Adj,-1.0,N0,MAN
reprovar,V,0.0,N0:N1,MAN
reprovavel,Adj,-1.0,N0,JALC
reptante,Adj,-1.0,N0,MAN
reptil,Adj,-1.0,N0,JALC
repudiar,V,0.0,N0:N1,MAN
repugnancia,N,-1.0,N0,MAN
repugnante,Adj,-1.0,N0,MAN
repulsao,N,-1.0,N0,MAN
repulsivo,Adj,-1.0,N0,MAN
repulso,Adj,-1.0,N0,JALC
reputado,Adj,1.0,N0,MAN
requebrado,Adj,-1.0,N0,MAN
requebro,N,-1.0,N0,MAN
requintado,Adj,1.0,N0,MAN
reservado,Adj,0.0,N0,MAN
resignado,Adj,-1.0,N0,JALC
resmungao,Adj,-1.0,N0,MAN
resmunguice,N,-1.0,N0,MAN
resoluto,Adj,1.0,N0,MAN
resolvido,Adj,1.0,N0,MAN
respeitabilidade,N,1.0,N0,MAN
respeitado,Adj,1.0,N0,MAN
respeitador,Adj,1.0,N0,MAN
respeitar,V,0.0,N0:N1,MAN
respeitavel,Adj,1.0,N0,MAN
respeito,N,1.0,N0,MAN
respeitoso,Adj,1.0,N0,MAN
respingao,Adj,-1.0,N0,MAN
respondao,Adj,-1.0,N0,MAN
respondedor,Adj,-1.0,N0,MAN
responsabilidade,N,1.0,N0,MAN
responsabilizar,V,0.0,N0:N1,MAN
responsabilizavel,Adj,0.0,N0,JALC
responsavel,Adj,1.0,N0,MAN
ressabiado,Adj,-1.0,N0,MAN
ressabido,Adj,1.0,N0,MAN
ressarcido,Adj,1.0,N0,MAN
ressentido,Adj,-1.0,N0,JALC
ressequido,Adj,-1.0,N0,JALC
ressuscitado,Adj,1.0,N0,JALC
restabelecido,Adj,1.0,N0,MAN
restaurado,Adj,1.0,N0,JALC
restringido,Adj,-1.0,N0,JALC
restritivo,Adj,0.0,N0,MAN
retardado,Adj,-1.0,N0,MAN
reticente,Adj,-1.0,N0,JALC
retidao,N,1.0,N0,MAN
retido,Adj,-1.0,N0,JALC
retilineo,Adj,1.0,N0,JALC
reto,Adj,1.0,N0,JALC
retorcido,Adj,-1.0,N0,MAN
retorico,Adj,-1.0,N0,MAN
retorto,Adj,-1.0,N0,MAN
retracto,Adj,-1.0,N0,MAN
retraido,Adj,-1.0,N0,MAN
retrair-se,V,-1.0,N0,MAN
retrete,N,-1.0,N0,MAN
retrocesso,N,-1.0,N0,MAN
retrogradacao,N,-1.0,N0,MAN
retrogrado,Adj,-1.0,N0,MAN
retrospectivo,Adj,0.0,N0,MAN
retrospetivo,Adj,0.0,N0,MAN
retumbante,Adj,-1.0,N0,JALC
reu,Adj,-1.0,N0,JALC
revel,Adj,-1.0,N0,MAN
revelho,Adj,-1.0,N0,MAN
reverenciado,Adj,1.0,N0,JALC
reverenciador,Adj,0.0,N0,MAN
reverencioso,Adj,0.0,N0,MAN
reverente,Adj,0.0,N0,MAN
revigorado,Adj,1.0,N0,JALC
revoltado,Adj,-1.0,N0,MAN
revoltante,Adj,-1.0,N0,JALC
revoltar-se,V,0.0,N0:N1,MAN
revoltoso,Adj,-1.0,N0,MAN
revolucionado,Adj,-1.0,N0,JALC
revolucionario,Adj,0.0,N0,MAN
rezina,Adj,-1.0,N0,MAN
rezingao,Adj,-1.0,N0,MAN
ribaldeiro,Adj,-1.0,N0,MAN
ribaldo,Adj,-1.0,N0,MAN
ricaco,Adj,0.0,N0,MAN
ricalhaco,Adj,0.0,N0,MAN
rico,Adj,1.0,N0,MAN
ridente,Adj,1.0,N0,MAN
ridicularizacao,N,-1.0,N0,MAN
ridicularizador,Adj,-1.0,N0,MAN
ridicularizante,Adj,-1.0,N0,MAN
ridicularizar-se,V,-1.0,N0,MAN
ridicularizar,V,1.0,N0:N1,MAN
ridiculez,N,-1.0,N0,MAN
ridiculo,Adj,-1.0,N0,MAN
ridiculo,N,-1.0,N0,MAN
rigido,Adj,0.0,N0,MAN
rigor,N,1.0,N0,MAN
rigorista,Adj,-1.0,N0,MAN
rigoroso,Adj,1.0,N0,MAN
rijo,Adj,1.0,N0,MAN
risivel,Adj,-1.0,N0,JALC
risonho,Adj,1.0,N0,MAN
rispidez,N,-1.0,N0,MAN
rispido,Adj,-1.0,N0,MAN
robustecido,Adj,1.0,N0,MAN
robustez,N,1.0,N0,MAN
robusto,Adj,1.0,N0,MAN
rodado,Adj,-1.0,N0,JALC
roedor,Adj,-1.0,N0,JALC
roer-se,V,-1.0,N0,MAN
rogativo,Adj,0.0,N0,MAN
role,Adj,-1.0,N0,JALC
rolico,Adj,-1.0,N0,MAN
romanesco,Adj,0.0,N0,JALC
romantico,Adj,0.0,N0,MAN
rompido,Adj,-1.0,N0,JALC
roncador,Adj,-1.0,N0,MAN
roncante,Adj,-1.0,N0,MAN
roncao,Adj,-1.0,N0,MAN
ronceiro,Adj,-1.0,N0,MAN
rosnar,V,-1.0,N0,MAN
rotineiro,Adj,0.0,N0,MAN
roto,Adj,-1.0,N0,MAN
roubado,Adj,-1.0,N0,JALC
roubar,V,-1.0,N0:N1,MAN
rouco,Adj,-1.0,N0,JALC
roufenho,Adj,-1.0,N0,MAN
rouquidao,N,-1.0,N0,MAN
rubeo,Adj,0.0,N0,JALC
rubicundo,Adj,0.0,N0,MAN
ruborescido,Adj,0.0,N0,MAN
ruborizado,Adj,0.0,N0,MAN
rubro,Adj,0.0,N0,MAN
rude,Adj,-1.0,N0,MAN
rudeza ,N,-1.0,N0,MAN
rudimentar,Adj,-1.0,N0,JALC
ruido,N,-1.0,N0,MAN
ruidoso,Adj,-1.0,N0,MAN
ruim,Adj,-1.0,N0,MAN
ruindade,N,-1.0,N0,MAN
ruinoso,Adj,-1.0,N0,MAN
russofobo,Adj,-1.0,N0,MAN
rustico,Adj,-1.0,N0,MAN
sabedor,Adj,0.0,N0,MAN
sabedoria,N,1.0,N0,MAN
saber separar as aguas,IDIOM,1.0,N0,MAN
sabichao,Adj,-1.0,N0,MAN
sabido,Adj,0.0,N0,MAN
sabio,Adj,1.0,N0,MAN
sabotar,V,-1.0,N0:N1,MAN
sacado,Adj,-1.0,N0,JALC
sacana,Adj,-1.0,N0,MAN
saciado,Adj,0.0,N0,MAN
sacrificador,Adj,0.0,N0,MAN
sacrificar-se,V,1.0,N0,MAN
sacrificio,N,-1.0,N0,MAN
sacrilegio,N,-1.0,N0,MAN
sacrilego,Adj,-1.0,N0,MAN
sacrista,Adj,-1.0,N0,MAN
sacudir a agua do capote,IDIOM,-1.0,N0,MAN
sacudir,V,1.0,N0:N1,MAN
sadico,Adj,-1.0,N0,MAN
sadio,Adj,1.0,N0,MAN
sadismo,N,-1.0,N0,MAN
sadista,Adj,-1.0,N0,MAN
safado,Adj,-1.0,N0,MAN
safar-se,V,1.0,N0,MAN
safaro,Adj,-1.0,N0,MAN
safio,Adj,-1.0,N0,MAN
safo,Adj,0.0,N0,MAN
sagaz,Adj,1.0,N0,MAN
sage,Adj,1.0,N0,MAN
sagrado,Adj,1.0,N0,JALC
sair de cabeca erguida,IDIOM,1.0,N0,MAN
sair de maos a abanar,IDIOM,-1.0,N0,MAN
sair do armario,IDIOM,1.0,N0,MAN
sair melhor do que a encomenda,IDIOM,-1.0,N0,MAN
sair o tiro pela culatra,IDIOM,-1.0,N1,MAN
sair-se bem,IDIOM,1.0,N0,MAN
sair-se mal,IDIOM,-1.0,N0,MAN
saloiice,N,-1.0,N0,MAN
saloio,Adj,-1.0,N0,MAN
saltao,Adj,-1.0,N0,MAN
saltar para o poleiro,IDIOM,-1.0,N0,MAN
saltitante,Adj,-1.0,N0,MAN
salutar,Adj,1.0,N0,JALC
salvar a honra do convento,IDIOM,1.0,N0,MAN
salvar,V,1.0,N0:N1,MAN
salvavel,Adj,0.0,N0,MAN
salvo,Adj,1.0,N0,JALC
sanado,Adj,1.0,N0,MAN
sandeu,Adj,-1.0,N0,MAN
sangrento,Adj,-1.0,N0,MAN
sanguessuga,Adj,-1.0,N0,MAN
sanguinario,Adj,-1.0,N0,JALC
sanguinario,Adj,-1.0,N0,JALC
sanguinolencia,N,-1.0,N0,MAN
sanguinolento,Adj,-1.0,N0,MAN
sanha,N,-1.0,N0,MAN
sanhudo,Adj,-1.0,N0,MAN
santificado,Adj,1.0,N0,JALC
santo,Adj,1.0,N0,MAN
sao,Adj,1.0,N0,MAN
sapeca,Adj,-1.0,N0,JALC
sapiencia,N,1.0,N0,MAN
sapiente,Adj,1.0,N0,MAN
sapudo,Adj,-1.0,N0,MAN
saquear,V,-1.0,N0:N1,MAN
sarado,Adj,1.0,N0,MAN
sarcastico,Adj,-1.0,N0,MAN
sardanapalesco,Adj,-1.0,N0,MAN
sardonico,Adj,-1.0,N0,MAN
sarna,N,-1.0,N0,MAN
sarnento,Adj,-1.0,N0,MAN
sarnoso,Adj,-1.0,N0,MAN
satanico,Adj,-1.0,N0,MAN
satanismo,N,-1.0,N0,MAN
satirico,Adj,-1.0,N0,MAN
satirizar,V,0.0,N0:N1,MAN
satisfacao,N,1.0,N0,MAN
satisfeito,Adj,1.0,N0,MAN
saturado,Adj,-1.0,N0,JALC
saturante,Adj,-1.0,N0,MAN
saudavel,Adj,1.0,N0,MAN
sebentice,N,-1.0,N0,MAN
sebento,Adj,-1.0,N0,MAN
seboso,Adj,-1.0,N0,MAN
secante,Adj,-1.0,N0,MAN
seco,Adj,-1.0,N0,MAN
sectario,Adj,-1.0,N0,JALC
sedentario,Adj,-1.0,N0,MAN
sedente,Adj,-1.0,N0,MAN
sedento,Adj,-1.0,N0,MAN
sedicioso,Adj,-1.0,N0,MAN
sedoso,Adj,1.0,N0,JALC
sedutor,Adj,1.0,N0,MAN
seduzir,V,1.0,N0:N1,MAN
segregado,Adj,-1.0,N0,JALC
seguir o caminho errado,IDIOM,-1.0,N0,MAN
seguranca,N,1.0,N0,MAN
seguro,Adj,1.0,N0,MAN
selectivo,Adj,0.0,N0,MAN
selecto,Adj,1.0,N0,MAN
seletivo,Adj,0.0,N0,MAN
seleto,Adj,1.0,N0,MAN
selvagem,Adj,-1.0,N0,MAN
selvajaria,N,-1.0,N0,MAN
selvatico,Adj,-1.0,N0,MAN
sem-caracter,Adj,-1.0,N0,MAN
sem-carater,Adj,-1.0,N0,MAN
sem-sabor,Adj,-1.0,N0,MAN
sem-sal,Adj,-1.0,N0,MAN
semibarbaro,Adj,-1.0,N0,MAN
semicivilizado,Adj,-1.0,N0,MAN
semiconsciente,Adj,-1.0,N0,MAN
semidivino,Adj,1.0,N0,MAN
semierudito,Adj,0.0,N0,MAN
semilouco,Adj,-1.0,N0,MAN
semimorto,Adj,-1.0,N0,MAN
seminal,Adj,1.0,N0,JALC
seminu,Adj,-1.0,N0,JALC
semivivo,Adj,-1.0,N0,MAN
senhor do seu nariz,Adj,0.0,N0,MAN
senil,Adj,-1.0,N0,MAN
senilidade,N,-1.0,N0,MAN
sensaborao,Adj,-1.0,N0,MAN
sensacional,Adj,1.0,N0,MAN
sensacionalista,Adj,-1.0,N0,MAN
sensatez,N,1.0,N0,MAN
sensato,Adj,1.0,N0,MAN
sensibilizar,V,1.0,N0:N1,MAN
sensitivo,Adj,0.0,N0,MAN
sensivel,Adj,1.0,N0,MAN
sensual,Adj,1.0,N0,MAN
sensualidade,N,1.0,N0,MAN
sentenciado,Adj,-1.0,N0,JALC
sentencioso,Adj,-1.0,N0,MAN
sentimental,Adj,0.0,N0,JALC
sentimentalista,Adj,0.0,N0,MAN
sentir dor de corno,IDIOM,-1.0,N0,MAN
sentir dor de cotovelo,IDIOM,-1.0,N0,MAN
sentir-se nas nuvens,IDIOM,1.0,N0,MAN
sequestracao,N,-1.0,N0,MAN
sequestrar,V,-1.0,N0:N1,MAN
sequestravel,Adj,-1.0,N0,MAN
sequestro,N,-1.0,N0,MAN
sequioso,Adj,-1.0,N0,MAN
ser culpa de,IDIOM,-1.0,N1,MAN
ser do contra,IDIOM,-1.0,N0,MAN
ser do mesmo saco,IDIOM,-1.0,N0,MAN
ser farinha do mesmo saco,IDIOM,-1.0,N0,MAN
ser mau como as cobras,IDIOM,-1.0,N0,MAN
ser melhor do que a encomenda,IDIOM,-1.0,N0,MAN
ser um homem as direitas,IDIOM,1.0,N0,MAN
ser um zero a esquerda,IDIOM,-1.0,N0,MAN
ser uma bela prenda,IDIOM,-1.0,N0,MAN
ser uma copia mal feita,IDIOM,-1.0,N1,MAN
ser uma copia mal produzida,IDIOM,-1.0,N1,MAN
ser vitima de si proprio,IDIOM,-1.0,N0,MAN
serafico,Adj,0.0,N0,JALC
serelepe,Adj,-1.0,N0,JALC
serenidade,N,1.0,N0,MAN
sereno,Adj,1.0,N0,MAN
seriedade,N,1.0,N0,MAN
serio,Adj,0.0,N0,MAN
sertanejo,Adj,-1.0,N0,JALC
servical,Adj,0.0,N0,MAN
servil,Adj,-1.0,N0,MAN
servilismo,N,-1.0,N0,MAN
servo,Adj,-1.0,N0,JALC
severo,Adj,-1.0,N0,MAN
sevo,Adj,-1.0,N0,MAN
sexy,Adj,1.0,N0,MAN
showoff,N,-1.0,N0,MAN
sibilino,Adj,-1.0,N0,MAN
sifilitico,Adj,-1.0,N0,JALC
silenciar,V,1.0,N0:N1,MAN
silencioso,Adj,0.0,N0,MAN
silente,Adj,0.0,N0,MAN
simpatia,N,1.0,N0,MAN
simpatico,Adj,1.0,N0,MAN
simpatizante,Adj,1.0,N0,MAN
simpatizar,V,0.0,N0:N1,MAN
simples,Adj,0.0,N0,MAN
simplificador,Adj,0.0,N0,MAN
simplista,Adj,-1.0,N0,MAN
simplorio,Adj,-1.0,N0,MAN
simulado,Adj,-1.0,N0,MAN
sinceridade,N,1.0,N0,MAN
sincero,Adj,1.0,N0,MAN
singelo,Adj,0.0,N0,MAN
singular,Adj,0.0,N0,MAN
sinistro,Adj,-1.0,N0,MAN
sintetico,Adj,0.0,N0,MAN
sinuoso,Adj,-1.0,N0,JALC
siso,N,1.0,N0,MAN
sistematicidade,N,1.0,N0,MAN
sistematico,Adj,1.0,N0,MAN
sisudo,Adj,-1.0,N0,MAN
snob,Adj,-1.0,N0,MAN
snobe,Adj,-1.0,N0,MAN
snobismo,N,-1.0,N0,MAN
soberano,Adj,0.0,N0,MAN
soberbo,Adj,1.0,N0,MAN
sobranceiro,Adj,0.0,N0,MAN
sobrealimentado,Adj,-1.0,N0,MAN
sobrecarregado,Adj,-1.0,N0,JALC
sobredotado,Adj,1.0,N0,MAN
sobressair,V,1.0,N0,MAN
sobressaltado,Adj,-1.0,N0,MAN
sobressalto,N,-1.0,N0,MAN
sobriedade,N,1.0,N0,MAN
sobrio,Adj,1.0,N0,MAN
sociavel,Adj,1.0,N0,JALC
socorrido,Adj,0.0,N0,JALC
soez,Adj,-1.0,N0,MAN
sofista,Adj,-1.0,N0,MAN
sofisticacao,N,1.0,N0,MAN
sofisticado,Adj,1.0,N0,MAN
sofredor,Adj,-1.0,N0,MAN
sofrego,Adj,-1.0,N0,MAN
sofrer,V,-1.0,N0,MAN
sofrido,Adj,-1.0,N0,MAN
sofrimento,N,-1.0,N0,MAN
solene,Adj,0.0,N0,MAN
solerte,Adj,-1.0,N0,MAN
solicito,Adj,1.0,N0,MAN
solicitude,N,1.0,N0,MAN
solidao,N,-1.0,N0,MAN
solidario,Adj,1.0,N0,JALC
solido,Adj,1.0,N0,JALC
solitario,Adj,-1.0,N0,MAN
soltar-se,V,1.0,N0,MAN
solucante,Adj,-1.0,N0,MAN
sombrio,Adj,-1.0,N0,MAN
sonambulo,Adj,-1.0,N0,MAN
sonante,Adj,1.0,N0,JALC
songa-monga,Adj,-1.0,N0,MAN
songamonga,Adj,-1.0,N0,MAN
sonhador,Adj,0.0,N0,MAN
sonolencia,N,-1.0,N0,MAN
sonolento,Adj,-1.0,N0,MAN
sonsice,N,-1.0,N0,MAN
sonso,Adj,-1.0,N0,MAN
sopeiro,Adj,-1.0,N0,MAN
sordidez,N,-1.0,N0,MAN
sordido,Adj,-1.0,N0,MAN
sorna,Adj,-1.0,N0,JALC
sorrateiro,Adj,-1.0,N0,MAN
sorrelfo,Adj,-1.0,N0,MAN
sorridente,Adj,1.0,N0,MAN
sorriso amarelo,N,-1.0,N0,MAN
sorumbatico,Adj,-1.0,N0,MAN
sossegado,Adj,1.0,N0,MAN
soturno,Adj,-1.0,N0,JALC
sovado,Adj,-1.0,N0,JALC
sovar,V,1.0,N0:N1,MAN
sovina,Adj,-1.0,N0,MAN
sovinice,N,-1.0,N0,MAN
stress,N,-1.0,N0,MAN
stressado,Adj,-1.0,N0,MAN
suave,Adj,1.0,N0,MAN
subir nas sondagens,IDIOM,1.0,N0,MAN
subjectivo,Adj,-1.0,N0,MAN
subjetivo,Adj,-1.0,N0,JALC
subjugacao,N,-1.0,N0,MAN
subjugado,Adj,-1.0,N0,JALC
subjugador,Adj,-1.0,N0,MAN
subjugante,Adj,-1.0,N0,MAN
subjugar,V,0.0,N0:N1,MAN
sublimado,Adj,1.0,N0,JALC
sublime,Adj,1.0,N0,MAN
sublimidade,N,1.0,N0,MAN
submergido,Adj,-1.0,N0,JALC
submerso,Adj,-1.0,N0,JALC
submetido,Adj,-1.0,N0,JALC
submissao,N,-1.0,N0,MAN
submisso,Adj,-1.0,N0,MAN
subordinado,Adj,-1.0,N0,JALC
subordinador,Adj,0.0,N0,MAN
subordinante,Adj,-1.0,N0,MAN
subornado,Adj,-1.0,N0,JALC
subornador,Adj,-1.0,N0,MAN
subornar,V,-1.0,N0:N1,MAN
subornavel,Adj,-1.0,N0,MAN
suborno,N,-1.0,N0,MAN
subserviencia,N,-1.0,N0,MAN
subserviente,Adj,-1.0,N0,MAN
subtil,Adj,0.0,N0,MAN
subversao,N,-1.0,N0,MAN
subversivo,Adj,-1.0,N0,MAN
subversor,Adj,-1.0,N0,MAN
sucesso,N,1.0,N0,MAN
sucinto,Adj,0.0,N0,MAN
sucumbir,V,-1.0,N0,MAN
sudito,Adj,-1.0,N0,JALC
sufocado,Adj,-1.0,N0,JALC
sufocador,Adj,-1.0,N0,JALC
sufocamento,N,-1.0,N0,MAN
sufocante,Adj,-1.0,N0,MAN
sufocar,V,0.0,N0:N1,MAN
sugar,V,-1.0,N0:N1,MAN
sugestionavel,Adj,-1.0,N0,MAN
sugestivo,Adj,0.0,N0,JALC
suicida,Adj,-1.0,N0,MAN
suicidar-se,V,-1.0,N0,MAN
suicidio,N,-1.0,N0,MAN
suino,Adj,-1.0,N0,JALC
sujidade,N,-1.0,N0,MAN
sujo,Adj,-1.0,N0,MAN
sumario,Adj,0.0,N0,MAN
sumicao,N,-1.0,N0,MAN
sumido,Adj,-1.0,N0,MAN
sumptuoso,Adj,1.0,N0,MAN
suntuoso,Adj,1.0,N0,MAN
superar,V,1.0,N0:N1,MAN
superconfiante,Adj,1.0,N0,MAN
superdefensivo,Adj,-1.0,N0,MAN
superdotado,Adj,1.0,N0,MAN
superelegancia,N,1.0,N0,MAN
superelegante,Adj,1.0,N0,MAN
superexigente,Adj,0.0,N0,MAN
superficial,Adj,-1.0,N0,MAN
superficialidade,N,-1.0,N0,MAN
superfluo,Adj,-1.0,N0,MAN
superior,Adj,1.0,N0,JALC
superlotado,Adj,-1.0,N0,JALC
superprotector,Adj,0.0,N0,MAN
superprotetor,Adj,0.0,N0,MAN
supersensivel,Adj,-1.0,N0,MAN
supersticioso,Adj,-1.0,N0,MAN
supimpa,Adj,1.0,N0,JALC
supino,Adj,0.0,N0,JALC
suplantado,Adj,-1.0,N0,JALC
suplantar,V,1.0,N0:N1,MAN
suplicar,V,-1.0,N0:N1,MAN
suposto,Adj,-1.0,N0,JALC
supremo,Adj,1.0,N0,JALC
suprimido,Adj,-1.0,N0,JALC
surdez,N,-1.0,N0,MAN
surdo,Adj,-1.0,N0,MAN
surpreendente,Adj,1.0,N0,MAN
surrado,Adj,-1.0,N0,MAN
surreal,Adj,-1.0,N0,MAN
surrealista,Adj,-1.0,N0,MAN
surro,N,-1.0,N0,MAN
susceptibilidade,N,-1.0,N0,MAN
susceptivel,Adj,-1.0,N0,MAN
suscetibilidade,N,-1.0,N0,MAN
suscetivel,Adj,-1.0,N0,JALC
suspeito,Adj,-1.0,N0,MAN
suspicaz,Adj,-1.0,N0,MAN
suspirante,Adj,0.0,N0,MAN
suspiroso,Adj,0.0,N0,MAN
sussurrante,Adj,0.0,N0,MAN
susto,N,-1.0,N0,MAN
sutil,Adj,0.0,N0,JALC
tabagista,Adj,-1.0,N0,MAN
tabloide,Adj,-1.0,N0,JALC
tabu,N,-1.0,N0,MAN
tacanhez,N,-1.0,N0,MAN
tacanho,Adj,-1.0,N0,MAN
tachado,Adj,-1.0,N0,JALC
tacito,Adj,-1.0,N0,JALC
taciturnidade,N,-1.0,N0,MAN
taciturno,Adj,-1.0,N0,MAN
taful,Adj,-1.0,N0,MAN
tagarela,Adj,-1.0,N0,MAN
talento,N,1.0,N0,MAN
talentoso,Adj,1.0,N0,MAN
tamanco,Adj,-1.0,N0,MAN
tamaninho,Adj,-1.0,N0,MAN
tangivel,Adj,1.0,N0,JALC
tanso,Adj,-1.0,N0,MAN
tapado,Adj,-1.0,N0,MAN
tara,N,-1.0,N0,MAN
tarado sexual,Adj,-1.0,N0,MAN
tarado,Adj,-1.0,N0,MAN
